"Mean.Utah.1","Mean.Port.1","Mean.GDD.1","Spring.Temp.1","Site Num..1","Mean.Utah.2","Mean.Port.2","Mean.GDD.2","Spring.Temp.2","Site Num..2","Mean.Utah.3","Mean.Port.3","Mean.GDD.3","Spring.Temp.3","Site Num..3","Mean.Utah.4","Mean.Port.4","Mean.GDD.4","Spring.Temp.4","Site Num..4","Mean.Utah.5","Mean.Port.5","Mean.GDD.5","Spring.Temp.5","Site Num..5","Mean.Utah.6","Mean.Port.6","Mean.GDD.6","Spring.Temp.6","Site Num..6","Mean.Utah.7","Mean.Port.7","Mean.GDD.7","Spring.Temp.7","Site Num..7","Mean.Utah.8","Mean.Port.8","Mean.GDD.8","Spring.Temp.8","Site Num..8","Mean.Utah.9","Mean.Port.9","Mean.GDD.9","Spring.Temp.9","Site Num..9","Mean.Utah.10","Mean.Port.10","Mean.GDD.10","Spring.Temp.10","Site Num..10","Mean.Utah.11","Mean.Port.11","Mean.GDD.11","Spring.Temp.11","Site Num..11","Mean.Utah.12","Mean.Port.12","Mean.GDD.12","Spring.Temp.12","Site Num..12","Mean.Utah.13","Mean.Port.13","Mean.GDD.13","Spring.Temp.13","Site Num..13","Mean.Utah.14","Mean.Port.14","Mean.GDD.14","Spring.Temp.14","Site Num..14","Mean.Utah.15","Mean.Port.15","Mean.GDD.15","Spring.Temp.15","Site Num..15","Mean.Utah.16","Mean.Port.16","Mean.GDD.16","Spring.Temp.16","Site Num..16","Mean.Utah.17","Mean.Port.17","Mean.GDD.17","Spring.Temp.17","Site Num..17","Mean.Utah.18","Mean.Port.18","Mean.GDD.18","Spring.Temp.18","Site Num..18","Mean.Utah.19","Mean.Port.19","Mean.GDD.19","Spring.Temp.19","Site Num..19","Mean.Utah.20","Mean.Port.20","Mean.GDD.20","Spring.Temp.20","Site Num..20","Mean.Utah.21","Mean.Port.21","Mean.GDD.21","Spring.Temp.21","Site Num..21","Mean.Utah.22","Mean.Port.22","Mean.GDD.22","Spring.Temp.22","Site Num..22","Mean.Utah.23","Mean.Port.23","Mean.GDD.23","Spring.Temp.23","Site Num..23","Mean.Utah.24","Mean.Port.24","Mean.GDD.24","Spring.Temp.24","Site Num..24","Mean.Utah.25","Mean.Port.25","Mean.GDD.25","Spring.Temp.25","Site Num..25","Mean.Utah.26","Mean.Port.26","Mean.GDD.26","Spring.Temp.26","Site Num..26","Mean.Utah.27","Mean.Port.27","Mean.GDD.27","Spring.Temp.27","Site Num..27","Mean.Utah.28","Mean.Port.28","Mean.GDD.28","Spring.Temp.28","Site Num..28","Mean.Utah.29","Mean.Port.29","Mean.GDD.29","Spring.Temp.29","Site Num..29","Mean.Utah.30","Mean.Port.30","Mean.GDD.30","Spring.Temp.30","Site Num..30","Mean.Utah.31","Mean.Port.31","Mean.GDD.31","Spring.Temp.31","Site Num..31","Mean.Utah.32","Mean.Port.32","Mean.GDD.32","Spring.Temp.32","Site Num..32","Mean.Utah.33","Mean.Port.33","Mean.GDD.33","Spring.Temp.33","Site Num..33","Mean.Utah.34","Mean.Port.34","Mean.GDD.34","Spring.Temp.34","Site Num..34","Mean.Utah.35","Mean.Port.35","Mean.GDD.35","Spring.Temp.35","Site Num..35","Mean.Utah.36","Mean.Port.36","Mean.GDD.36","Spring.Temp.36","Site Num..36","Mean.Utah.37","Mean.Port.37","Mean.GDD.37","Spring.Temp.37","Site Num..37","Mean.Utah.38","Mean.Port.38","Mean.GDD.38","Spring.Temp.38","Site Num..38"
1836,102.744870713897,103.243358589727,8.88370947885297,1,1812,98.8151127409784,62.3156095354229,7.1806450007904,2,1980,104.679461103653,78.7156400034115,7.96822562834789,3,1944,107.745620173191,106.011757794187,9.06564495865736,4,1992,102.841893942456,75.0070377147844,7.7414514398683,5,1680,92.6508922606846,55.6705780546594,6.97532242473455,6,1884,101.182221757637,45.5879143722929,5.51241923162654,7,1740,94.4099171556233,79.8468006855566,7.64903208709532,8,1728,95.6648219047442,63.8451303158563,7.30499983672053,9,2364,113.828805171063,92.5735919729233,7.91693530691367,10,1944,102.186193536447,47.022178088089,6.02806438139129,11,1956,103.20269627694,67.66302369746,7.55322563762386,12,1812,101.135410276247,97.4720905433631,8.4320965857215,13,1632,90.4917664581161,68.965168392037,7.52419338020827,14,2232,113.454194319924,66.6685140442491,7.48483854237824,15,1728,94.5197982512283,38.0279464390963,5.21306439960796,16,1884,99.8612046327672,71.1154325768933,7.54870950869255,17,1752,98.9218368926499,78.3878629788143,7.76629014899053,18,1752,96.489529593633,74.521512383925,7.74435466560986,19,1764,95.7971852417044,58.9914878206539,6.88241920100465,20,1836,99.4906495066646,29.6051297613898,4.84564505298171,21,1812,101.135410276247,77.5525855977551,7.83612885710693,22,1836,103.28732990806,79.0436428902023,7.98564498279724,23,1800,98.7431068799965,66.4430883022292,6.91096758746332,24,1800,93.1728758848481,87.2233071341484,8.16612884973086,25,1728,95.6648219047442,61.6669180790172,7.04145145551452,26,1752,93.8554799096205,41.9437688577837,6.37016114793838,27,1836,98.4117729296823,62.1021245773954,7.19338693598946,28,2712,119.812131557622,58.3642155284984,7.54016112178684,29,1788,96.1803459783234,71.5135731497864,7.6491933774143,30,1812,98.8151127409784,77.3442177162708,7.65999982878566,31,1824,97.7931436254452,31.7797623704163,5.6464514866952,32,2556,119.850484116869,96.5989820701537,8.85564496335123,33,1884,101.182221757637,51.6963605956202,6.27338695655306,34,2196,106.918398938396,50.5658415695461,6.95838694124212,35,1764,95.7971852417044,59.9841512589377,7.04725790699764,36,2352,114.561858771647,114.30922224799,9.05693528143268,37,1800,96.8995073843649,65.4465396658665,7.32129015893705,38
3024,125.139733662073,32.5631783473866,6.25370953763805,1,2676,121.342748106371,19.836074754544,5.02919343597586,2,3228,129.069065869359,19.7766550586576,5.25387085030877,3,3084,128.281408865059,41.2020222797562,6.71064501129572,4,2880,124.349132272065,32.0168069763587,5.79645148334244,5,2364,106.409643917111,10.6043967246802,4.34435474160578,6,2904,125.408554278736,28.3594125493153,5.6622579379548,7,2640,115.700558280753,23.4365743798945,5.44306439446706,8,2580,116.672172560123,18.7430690871541,4.9637095664718,9,3336,134.105433329594,27.7672018520927,6.06645147730747,10,2916,128.498914575431,63.9653763523006,7.27806435345161,11,2928,125.506235641096,32.6014262931381,5.62983858384072,12,2976,122.130194425533,36.7658833424861,6.24725792487903,13,2340,103.864132207219,21.5514885868107,5.21693536726337,14,3360,131.924996001868,24.595794892947,5.41935471757766,15,2304,112.149300082539,17.0536001436756,4.48967731900273,16,2820,121.44271010718,36.2617729145057,6.05870954199664,17,2580,118.272983190354,22.8255564249371,5.23645149585941,18,2724,117.520577134563,60.5325003341197,6.69370952780328,19,2412,110.176132312406,20.181073582663,4.86951602019009,20,2340,113.810326710844,47.6618952328559,5.95870954423181,21,2976,122.130194425533,31.132470389232,5.92370954501413,22,2976,123.420878375355,25.5694190838976,5.61790310023653,23,2556,118.802648508579,51.2489311136582,6.2909676013214,24,2688,115.424762650225,22.5612238408529,5.47516116794319,25,2580,116.672172560123,71.4073932863224,7.41935467287417,26,2496,114.60509517602,14.9144419053926,4.35306441883046,27,2640,118.744540241854,26.145574243931,5.44338697510501,28,3384,133.468344248972,28.498342148018,6.04483857456475,29,2748,117.679940208221,46.4410380673822,6.19290308738428,30,2676,121.342748106371,58.2402881807468,6.7199998497963,31,2520,115.943829668372,10.6384059564848,3.77145152860471,32,3480,131.341317240318,29.7276801984952,5.94193535105836,33,2904,125.408554278736,97.5836010365645,8.64564496804509,34,2952,129.953708371655,40.1415558573964,5.97048373751703,35,2412,110.176132312406,43.2977322352763,5.71274180779414,36,3348,130.23949976749,29.5137853924055,5.88516115877897,37,2736,121.227278959698,15.2214187785125,4.83822569830884,38
2448,119.060114244206,75.536118143573,7.56983854047834,1,2208,114.613288558175,38.764701868841,5.90548373896989,2,2448,116.699011949307,48.0914705179947,6.44370953339122,3,2448,120.205248898723,78.8947361592654,7.84677401815932,4,2376,119.66733430622,56.7640335726291,6.68419339898373,5,1980,107.954490833569,53.1552752148689,5.79758051557527,6,2208,112.075417240335,73.9607118950744,6.85225791135623,7,2076,108.974740900793,51.7771618947724,6.59967727184055,8,2184,114.535058431956,36.1324153111883,5.77145148390123,9,2820,128.517631916171,54.9235554856785,6.92612887744702,10,2316,113.620139797317,75.8910338038552,6.82419339585448,11,2304,118.419607359066,64.7592534694729,6.69306436652738,12,2340,117.903255182291,66.2884650162899,6.89403210397089,13,1836,104.653032271884,57.1728679443735,6.00774180120037,14,2604,119.860062893454,39.8525781466547,6.03935470371958,15,2076,106.770783274262,40.7250886147184,5.14241923989668,16,2268,116.76912245277,62.9214224395581,6.5604837243295,17,2172,113.821194560137,42.7822166258747,5.87354825581274,18,2292,114.695683199844,110.081287369389,8.05354820708594,19,2172,106.967195420688,80.327445037939,6.6151611424622,20,2160,106.402825201133,99.466313155756,7.40080628619199,21,2340,117.903255182291,53.8781373455797,6.54016114413858,22,2352,117.492762486252,51.8196436901445,6.58661275600354,23,2232,110.411224244129,48.0819224707197,5.91983857735871,24,2100,110.080703798323,76.7718190045498,7.04258048774735,25,2184,114.535058431956,52.3820949744854,6.1841934101596,26,2268,114.687210673671,33.1488036106458,5.22241923810854,27,2184,110.998017692076,29.1604485162014,5.38693536346358,28,2724,124.571976575981,26.7949066954316,5.49661278036693,29,2268,114.969093822453,50.0034875129253,6.24935469902571,30,2208,114.613288558175,91.2453939831586,7.27338693420132,31,2364,117.422792946471,77.6576694253442,6.33693534222942,32,2856,128.056085023432,42.4978811951302,6.52370953160308,33,2208,112.075417240335,61.2952721670188,6.54016114413858,34,2448,124.412396867928,59.130712650196,6.19629018408276,35,2172,106.967195420688,45.5873263395261,5.56145148859509,36,2568,122.420878779088,57.1703213020484,6.60145146534928,37,2280,114.611836932712,37.3861945793363,5.77580632251357,38
2808,130.088827177153,75.2449738958354,7.78290305184501,1,3072,132.992429515761,44.0325493474488,6.06612889666951,2,3060,135.010101238658,41.5731207361341,6.29129018195935,3,2832,131.784465235181,95.258887895662,8.53322561571915,4,2868,130.925877065958,90.6851369428523,8.06806433579374,5,2940,127.980202287867,49.2992145250443,5.88403212654615,6,3132,134.426937758707,61.6172727700715,6.74290307509082,7,2844,129.406033606253,70.4889450085285,7.3209675782991,8,2952,131.707256756931,43.4563567968001,5.71258051747516,9,3072,135.47220402168,58.6233269368506,7.34596757774031,10,3072,134.667484160508,29.2571502399126,5.53919342457647,11,2916,130.525190648941,53.6510946951531,6.42419340479518,12,3072,132.73349780248,60.3866006750927,7.01209661746097,13,2748,123.225164679591,53.1596179190423,5.88064502984766,14,3192,136.495916595712,35.4703543791801,5.99225793057872,15,2832,127.17142464467,46.9858562965314,5.32338697778722,16,3048,131.917902327831,45.5938649065738,5.86032244965674,17,2988,130.408869142252,39.5128334006573,5.59096761696762,18,2940,130.696038505883,77.5888099388896,7.18290306525605,19,2952,126.990134430311,53.4139437785615,5.91370954523764,20,2916,130.167925909649,29.9512273187598,4.9195160190725,21,3072,132.73349780248,50.2524505181081,6.54016114413858,22,2976,130.705984890487,52.0399883414057,6.57451598208037,23,2976,129.844904850114,52.5518624955746,6.05790309040176,24,2964,129.56896861668,62.3180453188327,6.93032242574038,25,2952,131.707256756931,43.3644659149902,5.61967729374526,26,2988,130.425458949295,40.6837395827925,5.40870955652527,27,2976,130.571478280082,46.4235219850127,5.92854825458339,28,3132,134.466166517023,39.8559237104523,6.69467726971714,29,2940,131.657614305727,60.0201257028286,6.56467727262286,30,3072,132.992429515761,62.9757329717173,6.49370953227363,31,2844,128.474256125939,58.2323982812788,7.07774177728401,32,3192,134.476744462477,39.8065322456162,6.45483856540053,33,3132,134.426937758707,48.9936225298663,6.45145146870204,34,3084,136.651276397761,25.0874649872967,5.25306439871389,35,2952,126.990134430311,66.6589217650224,6.41919340490694,36,3216,136.900519862651,45.9591787383707,6.63209662595463,37,3036,131.396880804214,56.638460181565,6.69435468907919,38
2352,111.158804157202,112.773289849659,8.33596755561208,1,2016,103.341059348779,35.7930810826512,4.62903215459758,2,2232,108.916924120736,48.0350331172802,6.05338696147045,3,2376,114.420192032844,71.257766251326,7.13935467913266,4,2400,113.033706064833,60.851422088868,5.96467728603391,5,1824,100.068338940224,65.6189882035212,5.95967728614567,6,2004,102.939790388291,84.7071005060006,6.98564500514899,7,2136,109.32162846485,53.1135431916066,5.80596761216199,8,2040,105.127098161406,48.9759067449463,5.52532245714458,9,2508,112.01137688284,46.4635622377133,6.34193534211766,10,2148,106.823720948969,18.928702630602,3.13016122035802,11,2280,113.644267624972,59.8944321699336,6.23564502191279,12,2172,110.106664228805,104.795109076036,7.86612885643638,13,1752,98.2295459935457,71.6442336848445,6.20419340971256,14,2232,106.444483016158,29.2757095482686,4.78483860272794,15,1740,98.3548660864897,54.9398304074035,5.27532246273251,16,2112,106.552543462489,51.4310829895282,5.7841934191003,17,2052,102.718473423422,64.2292884374282,6.18193534569394,18,2184,110.037441428846,103.4620582272,7.44983854316055,19,1848,99.6012999557793,66.5457027888054,5.90709664215965,20,1824,99.6004183328728,34.8279544565055,4.68983860485136,21,2172,110.106664228805,50.9782028527137,5.85193535307002,22,2244,112.06857240774,70.9293642250942,6.9664514571909,23,1932,99.1998558864258,73.4786974931889,6.40129017950066,24,2016,102.616503664729,44.9272925297952,5.61645148736575,25,2040,105.127098161406,41.7123493455828,4.93580634128903,26,2088,110.10792942462,63.8496580279268,5.96516115699084,27,2016,98.6612133644967,36.3991904170096,5.10435472461846,28,2292,110.611551330209,35.7292858388817,5.93338696415266,29,2268,111.642828771494,72.384342468121,6.62693533574742,30,2016,103.341059348779,88.7669244632073,6.91854823245517,31,2064,109.005252461948,28.2235969293903,3.60596766133582,32,2400,109.715805267293,60.4738088304557,6.98629016642489,33,2004,102.939790388291,69.643891900908,6.62225791649713,34,2100,110.715812231241,29.9427727678877,5.09999988600612,35,1848,99.6012999557793,89.867626244748,6.57016114346803,36,2304,107.071353805335,33.8925147283964,5.50516116727264,37,2052,108.015822201766,42.4318332634929,5.23870956032507,38
2148,113.513609043999,42.1807892261367,5.26999988220632,1,1908,103.971362548832,26.7336731282257,4.36177409605514,2,2040,113.306068579155,41.1658162560848,5.48580632899557,3,2196,115.249569479187,69.7235594915119,7.16435467857387,4,2100,116.700268584295,61.0301833233881,6.18645147462526,5,1632,87.3362671558999,63.6590711735924,5.31467730056254,6,1932,105.090570991715,72.799744326163,5.74241922648563,7,1800,99.471062916088,18.5641118723808,4.0212902326978,8,1824,99.9811005197384,48.8208760719034,5.28225794644846,9,2376,116.655613689671,53.0419429097134,6.04499986488372,10,1944,106.744369698503,17.8826455050956,3.9903224914545,11,2076,113.802146113449,57.0724244330679,5.91419341619457,12,2076,112.034564987941,57.095810855764,5.91677406129818,13,1620,88.7015020169164,20.3335289274826,4.05790313510525,14,2172,115.01516046004,10.8752438477419,2.97580638509845,15,1764,88.3183385638009,47.862482604617,4.13064506896321,16,1908,105.767522315977,32.824964820098,4.73693537799221,17,1860,100.84564668483,71.9583063544138,5.69790309844839,18,1908,107.963615728739,122.236453940793,8.22499981615692,19,1704,89.0522192764341,68.4704981748651,5.18790310984778,20,1716,91.9920732423558,46.2567123002216,3.74661281948248,21,2076,112.034564987941,33.3457458431132,5.25451601158467,22,2052,113.410172901232,45.1093537702625,5.77322567740996,23,1764,96.8594227437669,75.0650658678939,5.56032245636227,24,1620,94.3347023665236,56.1019909358879,5.87145148166606,25,1824,99.9811005197384,78.9682003499197,6.02983857490002,26,1812,95.5911055692727,42.8146844626562,4.79854827984086,27,1776,96.6527687120816,55.2769371670376,5.0566127902017,28,1656,101.689717843607,35.1805896268335,4.46370957764767,29,1932,106.329932612907,82.0912792930295,6.58935469142612,30,1908,103.971362548832,85.3822618954444,5.95661277008513,31,1968,104.917396819895,63.4049050215277,5.02177408130299,32,2100,111.009915277734,110.847560439684,7.24951596699295,33,1932,105.090570991715,78.6769381013816,5.88709664260668,34,2004,107.989958730449,32.160642595486,4.77854828028789,35,1704,89.0522192764341,92.9683595788825,6.30854824608973,36,2028,110.627500851027,34.232325930733,5.05145149999448,37,1884,106.497753609268,36.124387395251,4.94677408297937,38
2484,118.661529969088,52.6848242367055,7.22451596755174,1,2328,116.471005949139,39.6289519381525,6.35112889029927,2,2472,120.234379979775,59.1861362356868,7.47887080057614,3,2448,121.257837307446,93.5727860303384,8.77193528780293,4,2412,120.031665590186,55.9878029624809,7.2741933857962,5,2124,108.315398222502,14.7811427275712,3.98774184635089,6,2316,114.745909296903,34.7468659474375,5.94677406062763,7,2196,110.674250230955,24.9716018287131,5.12177407906781,8,2292,114.638874746843,32.5183565827964,6.05516115497918,9,2880,130.030476070817,61.7953369183151,7.5806449918497,10,2508,119.072556427526,23.9778674972963,5.19967730313299,11,2460,120.249199586995,44.1289383317492,6.65774178667174,12,2460,120.041345471347,38.3773113687164,6.25161276349137,13,2160,107.183348040787,24.3944286811666,4.74870957127742,14,2640,124.167945424765,26.6604201092695,5.84161277265558,15,2148,109.964052573224,21.0222208574385,4.53451602767792,16,2316,118.017732653479,38.5276961906189,6.4530643718918,17,2304,115.049920685844,28.4092487939234,5.38758052473948,18,2268,114.289917183546,44.9323929941151,6.0398385746765,19,2112,108.311256693027,18.0249436909096,4.35725796712382,20,2076,111.045515622487,36.488563634827,4.909677309615,21,2460,120.041345471347,59.2784862402655,7.48629015524902,22,2424,117.616655731994,58.7757608588663,7.4949998324737,23,2232,113.965804958418,22.2628867417514,4.74193537788045,24,2376,113.22720650415,32.5058387815103,5.84112890169866,25,2292,114.638874746843,51.8673583719365,6.35596759986853,26,2292,112.892128306424,26.1278299459663,5.51693536055785,27,2292,114.616608663947,29.9087677457941,5.45548374902817,28,2592,126.553531264707,21.9925203492107,4.84080634341245,29,2304,115.485265720069,35.9255452052165,5.98258051144019,30,2328,116.471005949139,29.1723426439865,5.54612890829242,31,2232,115.57524295293,21.2400472219657,4.78225795762433,32,2892,129.866200668896,28.6116906756412,5.71790309800136,33,2316,114.745909296903,32.6246547245573,5.78564503197108,34,2580,121.166141856805,37.9531016579178,6.35145147093722,35,2112,108.311256693027,20.253190403363,4.44983861021577,36,2664,126.29108781919,43.8957224705159,6.60338694917699,37,2328,117.90928374344,43.3763770495202,6.78241920323982,38
2568,117.795427585244,145.693111768102,9.95774171291099,1,2460,117.483671809797,47.4698207319606,5.10499988589436,2,2580,119.417020684249,72.7903188346846,7.19951596811053,3,2460,117.148064600901,95.9589871303946,7.72322563382406,4,2412,118.367443229821,73.8084796649815,6.68612888281143,5,2244,112.832674784186,44.6871139706067,5.74419341999437,6,2448,119.025022278139,62.3408610926242,6.59822565896977,7,2268,116.212024709048,62.9252480510641,6.73451597850409,8,2328,115.616414317645,55.6259169337659,6.10370954099081,9,2712,125.185330353845,74.3549744595541,7.10564500246678,10,2724,118.447128423972,53.7757966569041,5.46306439402002,11,2376,117.203081125631,74.7727859715047,6.8682256529348,12,2340,119.452316888263,79.5533027678285,6.93274178052501,13,2196,112.956934945806,52.5393233050829,6.05451599370328,14,2760,122.088480790779,87.6433996508008,8.1335482052978,15,2376,113.066817657684,40.0353980027363,5.39999987930059,16,2436,118.589462970916,57.4321113917532,6.00290309163111,17,2364,117.347795514139,57.8004580910943,6.60935469097908,18,2304,117.026267641847,82.8069899668363,7.82838692179611,19,2424,115.996314898586,44.1327539347261,5.71112890460438,20,2580,117.278460917032,53.0283379731929,6.32016114905597,21,2340,119.452316888263,79.5533027678285,6.93274178052501,22,2400,118.879298282705,80.0229151451759,6.97548371505353,23,2448,116.235588381232,61.0659887236662,6.80467726725845,24,2220,114.529367373792,58.112719464386,6.72096759171015,25,2328,115.616414317645,112.350986611904,9.19338689128598,26,2424,115.18020427129,76.4650636683799,7.21483854841321,27,2376,117.700362145638,51.9494177690234,6.07435470293727,28,2892,127.633090678859,55.46130542005,6.84822565338184,29,2268,116.073802466486,63.8002317252209,6.51661275756816,30,2460,117.483671809797,80.6778673305268,7.8811288561011,31,2472,115.505160840117,34.1704713056536,4.0970966826163,32,2964,132.048514235981,58.4259510593587,6.79080629982655,33,2448,119.025022278139,62.2337707803937,6.67258049601749,34,2748,120.099593595484,52.2240584172509,6.10516115386159,35,2424,115.996314898586,50.9561682581003,6.56241920815721,36,2724,125.527962075437,67.2196421305453,6.67193533474159,37,2388,117.989753910813,51.7947357624889,5.17967730358003,38
2064,120.001059911683,107.183799823714,8.88693528523248,1,1932,109.418160811639,36.8123165107038,5.59661277813176,2,2280,118.905656706477,52.4513047804032,6.62354823904893,3,2244,124.458420797883,92.2759902873489,8.28048368588451,4,2268,115.412879921836,76.6412811466033,7.80419337394978,5,1596,99.2779055697712,43.3959999592298,6.39516114737959,6,2088,112.803827455908,68.8050455140847,7.13177403414081,7,1752,106.874323665864,75.3951193623873,8.125644979668,8,1836,106.51108451397,53.9341135433097,6.40274179237144,9,2508,126.249110179321,76.3728700856526,7.75209660092068,10,2220,113.900589306183,36.0586177219739,5.63645148691871,11,2184,112.951248545601,62.9403274402027,7.43919338210816,12,2136,117.380893302053,80.5471609731038,8.06580627132808,13,1596,99.8779242113697,50.3265851337721,6.65161275455067,14,2424,120.789313256163,99.7618642695216,8.64225787134661,15,1632,98.772047083574,46.2176643688042,6.27548373069975,16,1944,111.186106352692,69.9727340761283,7.46145144612679,17,1884,107.183504392793,66.5782437811025,7.20951596788702,18,1944,106.939532294052,76.5189588407015,7.96596756388223,19,1716,101.722614058522,46.7721036931644,6.39467727642266,20,1740,102.816877746766,42.32022461909,6.06435470316078,21,2136,117.380893302053,77.3770344945104,7.69935466661569,22,2160,115.189237586323,74.175846006992,7.64870950645737,23,1800,105.400350050313,60.4734324148925,7.04387081029915,24,1812,105.563422398411,58.4527647144006,7.13338693733057,25,1836,106.51108451397,58.8396180951362,6.95951597347495,26,1896,105.012794081561,55.9987504034342,7.2062901615075,27,1824,104.88943485987,54.0678473444178,6.43516114648552,28,2424,123.282312666951,63.765540129419,6.83241920212224,29,1932,106.78870086748,72.5121649994729,7.90096756533509,30,1932,109.418160811639,64.7734141992465,7.41693531808954,31,1752,101.570605526454,27.8895395358682,5.47435471634831,32,2556,125.944254673845,65.4755901954056,7.13629016307213,33,2088,112.803827455908,75.663598890488,7.55129015379615,34,2316,115.623329757525,53.4088606910754,6.41467727597563,35,1716,101.722614058522,46.2490582883405,6.38225792186154,36,2352,124.970784761967,44.4177151369396,6.57951598196861,37,2004,111.878139709286,50.8824841642951,6.31741921363338,38
2772,128.144079387955,44.6165418120659,6.67999985069036,1,2688,123.02069732591,30.2227698725883,5.87080632039015,2,2820,126.894499110145,45.1818006688972,6.92645145808497,3,2784,128.042851248493,76.6841986073667,8.26451594430593,4,2832,130.942208789731,41.0639973600851,6.63451598073927,5,2520,115.089508686207,44.1978163710578,6.17403212006414,6,2904,127.542406617427,39.1181269742535,6.61790307788479,7,2892,126.84189852057,33.8767777149857,6.02838696202924,8,2748,124.325140532071,30.0213521162509,5.80403212833429,9,2808,126.779846635938,48.4108343523005,7.11725790543301,10,2904,126.911194640331,27.5582116921807,5.92532244820388,11,2916,131.14262297447,75.9258991950276,7.90983853287875,12,2988,130.402049556877,71.1422770762983,7.9641933703735,13,2424,113.138275852765,44.3200861879036,6.1162901858709,14,2868,126.767952936919,41.0884339888585,6.61854823916069,15,2472,113.225078335707,27.0903074642973,5.33516117107243,16,2880,129.030814508588,44.9263171164203,6.63467727105824,17,2784,124.338935975491,57.4154328641193,7.16919338814313,18,2856,130.315877729458,107.289839435752,8.58580625970517,19,2700,115.591172849585,38.9469787064509,5.96951599560318,20,2580,118.79015819713,38.0729577750216,6.15419341083015,21,2988,130.402049556877,52.6526037200506,7.03419339116062,22,2964,131.609524131717,54.3493245946207,7.30209661097897,23,2748,120.885429620134,47.0474996750482,6.69580630194997,24,2676,118.959204202095,36.6490770285334,6.24838695711186,25,2748,124.325140532071,30.1994281456612,5.8237095472493,26,2880,128.374348698217,75.7150140072537,7.38354822206161,27,2760,120.604178820575,24.2191445308747,5.48209665165914,28,3288,132.08845881492,20.6046263289651,5.66758051848099,29,2856,129.703446925543,74.8083646236955,7.67870950578682,30,2688,123.02069732591,56.0134494788456,7.2438708058288,31,2592,123.911822370169,19.9799538223917,4.35177409627865,32,3084,130.352465724407,28.344833997338,6.15999986231327,33,2904,127.542406617427,46.5276215069263,6.93596758690452,34,2952,126.40705617701,26.3761213735884,5.78838696739366,35,2700,115.591172849585,50.2476321592471,6.75564501028989,36,2748,127.220655250028,33.0485781781719,6.31258050406412,37,2964,131.036075529296,24.9351268591789,5.41822568534483,38
